game_title,weapon_name,,accuracy,ammo_name,ap_cost,caps_value,damage,fire_rate,form_id,magazine_capacity,weapon_range,weapon_type,weight
Fallout 76,Laser Gun,13,72.0,Fusion cell (Ultracite),25.0,60.0,44.0,40.0,0009983B,30.0,120.0,rifles,3.0
Fallout 76,Lever action rifle,14,68.0,.45 Round (Ultracite),26.0,135.0,75.0,5.0,00110E32,5.0,123.0,rifles,6.0
Fallout 76,Longshot,15,65.0,.308 Round (Ultracite),28.0,40.0,70.0,3.0,0067F5F8,5.0,132.0,rifles,6.0
Fallout 76,Mind Over Matter,16,144.0,Plasma cartridge(Ultracite),25.0,,2013.0,33.0,005EA441,30.0,120.0,rifles,3.0
Fallout 76,Night Light,17,75.0,Fusion cell,30.0,241.0,78.0,114.0,0042B0CD,15.0,204.0,rifles,10.4
Fallout 76,Old Guard's 10mm SMG,18,59.0,10mm round (Ultracite),28.0,221.0,34.0,100.0,0059A82F,30.0,84.0,rifles,3.2
Fallout 76,Perfect Storm,19,60.0,10mm round(Ultracite),28.0,96.0,348.0,91.0,00439136,30.0,120.0,rifles,4.5
Fallout 76,Pipe bolt-action,20,63.0,.308 Round Ultracite.38 round Ultracite,20.0,35.0,70.0,3.0,0014831A,6.0,96.0,rifles,3.0
Fallout 76,Pipe gun,21,55.0,.38 round (Ultracite).45 Round (Ultracite),21.0,25.0,26.0,60.0,00024F55,12.0,84.0,rifles,4.0
Fallout 76,Pipe revolver,22,62.0,.45 Round (Ultracite).38 round (Ultracite),25.0,30.0,55.0,5.0,0014831B,6.0,84.0,rifles,3.0
Fallout 76,Plasma gun,23,144.0,Plasma cartridge (Ultracite),25.0,85.0,2013.0,33.0,00100AE9,30.0,120.0,rifles,3.0
Fallout 76,Radium rifle,24,65.0,.45 Round (Ultracite),25.0,160.0,3715.0,40.0,00110D41,20.0,120.0,rifles,7.0
Fallout 76,Railway rifle,25,64.0,Railway spike (Ultracite),20.0,90.0,95.0,10.0,000FE268,10.0,120.0,rifles,9.0
Fallout 76,Rose's syringer,26,73.0,Syringer ammo,35.0,,7.0,3.0,003E1331,1.0,84.0,rifles,4.0
Fallout 76,Slug Buster,27,144.0,Plasma cartridge (Ultracite),25.0,,2013.0,33.0,005A366E,30.0,120.0,rifles,3.0
Fallout 76,Sole Survivor,28,110.0,.45 Round (Ultracite),26.0,470.0,75.0,5.0,0061385100403023,5.0,177.0,rifles,15.9
Fallout 76,Submachine gun,29,54.0,.45 Round (Ultracite),35.0,100.0,29.0,75.0,0015B043,50.0,72.0,rifles,7.0
Fallout 76,Syringer,30,73.0,Syringer ammo,35.0,75.0,7.0,3.0,0014D09E,1.0,84.0,rifles,4.0
Fallout 76,Tesla rifle,31,72.0,Fusion cell,30.0,180.0,78.0,20.0,0010F0EC,15.0,228.0,rifles,8.0
Fallout 76,The Dragon,32,68.0,.50 Caliber Ball,28.0,200.0,225.0,1.0,00046946,1.0,419.0,rifles,6.0
Fallout 76,The Fixer,33,79.0,.45 Round (Ultracite),25.0,416.0,482.0,33.0,0046D2A1,20.0,90.0,rifles,13.8
Fallout 76,Ticket to Revenge,34,60.0,Railway spike (Ultracite),7.0,90.0,95.0,75.0,0007AEC3,20.0,192.0,rifles,2.92
Fallout 76,Ultracite Laser Gun,35,72.0,Fusion cell (Ultracite),25.0,150.0,34.0,50.0,00186171,30.0,120.0,rifles,3.0
Fallout 76,Vox syringer,36,73.0,Syringer ammo,35.0,,7.0,3.0,0050CA2C,1.0,84.0,rifles,4.0
Fallout 76,Whistle in the Dark,37,71.0,5.56 round (Ultracite),32.0,105.0,33.0,40.0,005E51E60042B0D2,20.0,120.0,rifles,8.0
Fallout 76,Civil Unrest,0,24.0,Shotgun shell,35.0,50.0,95.0,5.0,0012DBB300471881,8.0,26.0,shotguns,7.0
Fallout 76,Cold Shoulder,1,14.0,Shotgun shell,30.0,100.0,115.0,36.0,0067F611,2.0,36.0,shotguns,6.0
Fallout 76,Combat shotgun,2,16.0,Shotgun shell (Ultracite),35.0,125.0,90.0,20.0,0014831C,8.0,36.0,shotguns,7.0
Fallout 76,Crowd Control,3,16.0,Shotgun shell (Ultracite),35.0,125.0,90.0,20.0,,8.0,36.0,shotguns,7.0
Fallout 76,Double-barrel shotgun,4,14.0,Shotgun shell,30.0,100.0,115.0,36.0,00092217,2.0,36.0,shotguns,6.0
Fallout 76,Fancy pump action shotgun,5,29.0,Shotgun shell,35.0,650.0,95.0,5.0,005A38DA,8.0,72.0,shotguns,15.0
Fallout 76,Gauss Shotgun,6,26.0,2mm electromagnetic cartridge (Ultracite),35.0,,105.0,67.0,0055C150,8.0,84.0,shotguns,7.0
Fallout 76,Pepper Shaker,7,32.0,Shotgun shell Fusion cell Plasma cartridge,30.0,150.0,60.0,41.0,0060E0EF,50.0,96.0,shotguns,18.0
Fallout 76,Pump action shotgun,8,24.0,Shotgun shell,35.0,50.0,95.0,5.0,0012DBB3,8.0,36.0,shotguns,7.0
Fallout 76,Salt of the Earth,9,14.0,Shotgun shell,30.0,100.0,115.0,36.0,0042B0D3,2.0,36.0,shotguns,6.0
Fallout 76,The Kabloom,10,24.0,Shotgun shell,35.0,50.0,100.0,5.0,0069255E,8.0,36.0,shotguns,7.0
Fallout 76,10mm submachine gun,0,50.0,10mm round (Ultracite),28.0,57.0,34.0,91.0,0010DB0F,30.0,84.0,SMGs,3.0
Fallout 76,Old Guard's 10mm SMG,1,59.0,10mm round (Ultracite),28.0,221.0,34.0,100.0,0059A82F,30.0,84.0,SMGs,3.2
Fallout 76,Perfect Storm,2,60.0,10mm round(Ultracite),28.0,96.0,348.0,91.0,00439136,30.0,120.0,SMGs,4.5
Fallout 76,Submachine gun,3,54.0,.45 Round (Ultracite),35.0,100.0,29.0,75.0,0015B043,50.0,72.0,SMGs,7.0
Fallout 76,All Rise,0,,,45.0,70.0,85.0,,000FF9640047187E,,,two_handd_melee,20.0
Fallout 76,Auto Axe,1,,,30.0,125.0,26.0,,006361A2,,,two_handd_melee,12.0
Fallout 76,Baseball bat,2,,,35.0,25.0,55.0,,0008E736,,,two_handd_melee,3.0
Fallout 76,Board,3,,,33.0,10.0,50.0,,0005C250,,,two_handd_melee,3.0
Fallout 76,Bone hammer,4,,,40.0,45.0,80.0,,003643D9,,,two_handd_melee,12.0
Fallout 76,Chainsaw,5,,,20.0,125.0,16.0,,0004DF01,,,two_handd_melee,12.0
Fallout 76,Cultist Piercer,6,,,40.0,40.0,100.0,,006A009A,,,two_handd_melee,2.5
Fallout 76,Electro Enforcer,7,,,40.0,,3535.0,,00630C7D,,,two_handd_melee,8.0
Fallout 76,Fire axe,8,,,30.0,15.0,72.0,,0012B793,,,two_handd_melee,3.0
Fallout 76,Golf club,9,,,40.0,25.0,45.0,,00073677,,,two_handd_melee,3.0
Fallout 76,Grognak's Axe,10,,,20.0,100.0,85.0,,00183FCD,,,two_handd_melee,10.0
Fallout 76,Gulper Smacker,11,,,35.0,35.0,62.0,,00633475,,,two_handd_melee,3.0
Fallout 76,Mr. Handy buzz blade,12,,,40.0,50.0,8.0,,0010EC97,,,two_handd_melee,10.0
Fallout 76,Multi-purpose axe,13,,,40.0,40.0,69.0,,002A0405,,,two_handd_melee,4.0
Fallout 76,Oathbreaker,14,,,40.0,,82.0,,005E897C,,,two_handd_melee,9.0
Fallout 76,Pickaxe,15,,,40.0,40.0,60.0,,00002840,,,two_handd_melee,2.5
Fallout 76,Pitchfork,16,,,40.0,15.0,47.0,,0003A1D1,,,two_handd_melee,2.0
Fallout 76,Pole hook,17,,,40.0,45.0,71.0,,00110771,,,two_handd_melee,7.0
Fallout 76,Pool Cue,18,,,30.0,10.0,46.0,,000FA3E8,,,two_handd_melee,1.0
Fallout 76,Protest Sign,19,,,33.0,1.0,1.0,,002D481E002D4837002D4857002D4864002D4865002D4866002D4867002D4960002D4A7F002D4AA0,,,two_handd_melee,3.0
Fallout 76,Sheepsquatch staff,20,,,40.0,40.0,75.0,,00455847,,,two_handd_melee,12.0
Fallout 76,Shepherd's crook,21,,,40.0,45.0,50.0,,0045582B,,,two_handd_melee,7.0
Fallout 76,Shovel,22,,,40.0,40.0,40.0,,004E2E20,,,two_handd_melee,6.0
Fallout 76,Sledgehammer,23,,,40.0,40.0,71.0,,000E7AB90059656C,,,two_handd_melee,12.0
Fallout 76,Spear,24,,,40.0,40.0,58.0,,002D473A,,,two_handd_melee,2.0
Fallout 76,Super sledge,25,,,45.0,70.0,85.0,,000FF964,,,two_handd_melee,20.0
Fallout 76,The Debilitator,26,,,45.0,70.0,85.0,,006477ED,,,two_handd_melee,20.0
Fallout 76,The Farmhand,27,,,45.0,70.0,85.0,,005EA440,,,two_handd_melee,20.0
Fallout 76,The Tenderizer,28,,,45.0,70.0,75.0,,00553295,,,two_handd_melee,20.0
Fallout 76,War Drum,29,,,45.0,115.0,78.0,,0000DC57,,,two_handd_melee,20.0
Fallout 76,War glaive,30,,,40.0,,82.0,,005D79C7,,,two_handd_melee,9.0
Fallout 76,Bear Arm,0,,,40.0,75.0,50.0,,003F06E2,,,unarmed,10.0
Fallout 76,Boxing glove,1,,,25.0,15.0,34.0,,0016498F,,,unarmed,1.0
Fallout 76,Death Tambo,2,,,25.0,60.0,45.0,,0000DC55,,,unarmed,0.5
Fallout 76,Face Breaker,3,,,35.0,100.0,58.0,,0060A29C,,,unarmed,4.0
Fallout 76,Gauntlet,4,,,40.0,,50.0,,0055C156,,,unarmed,6.0
Fallout 76,Knuckles,5,,,25.0,10.0,35.0,,0005524B,,,unarmed,0.5
Fallout 76,Mole miner gauntlet,6,,,40.0,75.0,45.0,,00012E73,,,unarmed,10.0
Fallout 76,Ogua Gauntlet,7,,,40.0,75.0,100.0,,006B3C2C,,,unarmed,10.0
Fallout 76,Power fist,8,,,35.0,100.0,58.0,,0011B336,,,unarmed,4.0
Fallout 76,Tone Death,9,,,25.0,60.0,45.0,,006477EF,,,unarmed,0.5
Fallout 76,Unstoppable Monster,10,,,40.0,85.0,55.0,,005FCE8C0042B0CE,,,unarmed,10.0
