game_title,weapon_name,,accuracy,ammo_name,ap_cost,area_of_effect,caps_value,critical_chance_multiplier,damage,durability,fire_rate,form_id,magazine_capacity,skill_required,strength_required,weapon_type,weight
Fallout New Vegas,Mercy,4,1.0,40mm,50.0,750,5200.0,,5.0,2495,3.1,0015FFF4,18.0,100,8,projectile explosives,15.0
Fallout New Vegas,Grenade launcher,5,0.7,40mm,35.0,750,4200.0,,30.0,495,0.6,0007EA25,4.0,75,5,projectile explosives,12.0
Fallout New Vegas,Grenade rifle,6,1.0,40mm,35.0,750,300.0,,2.0,495,2.14,000FF576,1.0,25,3,projectile explosives,6.0
Fallout New Vegas,Great Bear grenade rifle,7,0.5,40mm,32.0,750,950.0,,15.0,1245,2.14,xx0046C4,1.0,25,3,projectile explosives,5.0
Fallout New Vegas,Mercenary's grenade rifle,8,1.0,40mm,35.0,750,300.0,,2.0,495,2.14,001735E4,1.0,0,3,projectile explosives,5.5
Fallout New Vegas,Red Victory grenade rifle,9,0.5,40mm,29.0,750,950.0,,2.0,620,3.21,xx0046C3,1.0,25,3,projectile explosives,4.0
Fallout New Vegas,Thump-Thump,10,0.8,40mm,35.0,750,800.0,,2.0,620,2.79,001429E2,1.0,25,3,projectile explosives,5.5
Fallout New Vegas,Missile launcher,11,0.3,Missile,55.0,1000,3900.0,,125.0,245,1.58,00004340,1.0,75,6,projectile explosives,20.0
Fallout New Vegas,Annabelle,12,0.02,Missile,47.0,1000,5200.0,,150.0,495,1.89,00162019,1.0,75,5,projectile explosives,15.0
Fallout New Vegas,Red Glare,13,0.5,Rocket,25.0,500,15000.0,,20.0,2245,4.0,xx004C3C,13.0,100,6,projectile explosives,20.0
Fallout New Vegas,Anti-materiel rifle(GRA),0,0.015,.50 MG,65.0,,5600.0,x1,110.0,470,0.45,0008F21Cxx00084F,8.0,100,8,Rifles,20.0
Fallout New Vegas,Assault carbine(GRA),1,1.2,5mm,20.0,,3950.0,x0.06,13.0,3745,12.0,0008F21Exx000850,24.0,75,3,Rifles,6.0
Fallout New Vegas,Automatic rifle,2,2.5,.308,35.0,,4500.0,x0.18,40.0,995,6.0,xx00A7A9,20.0,100,8,Rifles,16.0
Fallout New Vegas,Battle rifle (GRA),3,0.55,.308,25.0,,1500.0,x1,48.0,1495,1.93,xx000812,8.0,75,6,Rifles,9.5
Fallout New Vegas,This Machine,4,0.5,.308,22.0,,2800.0,x1,55.0,2995,2.14,000F062B,8.0,75,6,Rifles,9.5
Fallout New Vegas,BB gun,5,0.5,BB,28.0,,36.0,x1,4.0,245,1.54,00004323,100.0,0,1,Rifles,2.0
Fallout New Vegas,Abilene Kid LE BB gun,6,0.5,BB,28.0,,500.0,x1.5,4.0,495,1.54,0015FF5D,100.0,0,1,Rifles,2.0
Fallout New Vegas,Brush gun,7,0.06,.45-70 Gov't,33.0,,4900.0,x1,75.0,745,1.23,00121148,6.0,100,6,Rifles,5.0
Fallout New Vegas,Medicine Stick,8,0.06,.45-70 Gov't,31.0,,20000.0,x1,78.0,995,1.38,xx00080E,8.0,100,6,Rifles,5.5
Fallout New Vegas,Cowboy repeater,9,0.06,.357 Magnum,27.0,,800.0,x1.25,32.0,595,1.69,0008F21A,7.0,25,4,Rifles,5.0
Fallout New Vegas,La Longue Carabine,10,0.05,.357 Magnum,24.0,,1500.0,x1.5,35.0,745,2.15,000F56F5,11.0,25,5,Rifles,5.0
Fallout New Vegas,Hunting rifle,11,0.01,.308,40.0,,2200.0,x2,52.0,1495,0.95,00004333,5.0,50,6,Rifles,6.0
Fallout New Vegas,Paciencia,12,0.01,.308,35.0,,12000.0,x2,55.0,1745,1.18,xx00080C,3.0,50,6,Rifles,6.2
Fallout New Vegas,Light machine gun,13,1.5,5.56mm,18.0,,5200.0,x0.06,21.0,3995,12.0,000906DF,90.0,100,8,Rifles,15.0
Fallout New Vegas,Bozar,14,0.75,5.56mm,18.0,,20000.0,x0.05,19.0,3995,15.01,xx000806,30.0,100,8,Rifles,15.0
Fallout New Vegas,Marksman carbine,15,0.04,5.56mm,14.0,,5200.0,x1,24.0,1995,5.7,00106FEA,20.0,100,4,Rifles,6.0
Fallout New Vegas,All-American,16,0.035,5.56mm,13.0,,5900.0,x1,26.0,1995,6.0,00106FEB,24.0,100,4,Rifles,6.0
Fallout New Vegas,Service rifle,17,0.55,5.56mm,15.0,,540.0,x1,18.0,1995,4.2,000E9C3B,20.0,25,2,Rifles,8.5
Fallout New Vegas,Survivalist's rifle,18,0.08,12.7mm,20.0,,5400.0,x1,48.0,2495,3.9,xx00DD79,10.0,75,4,Rifles,8.5
Fallout New Vegas,Sniper rifle,19,0.02,.308,27.0,,4100.0,x2,45.0,395,1.93,00004353,5.0,75,6,Rifles,8.0
Fallout New Vegas,Christine's CoS silencer rifle,20,0.02,.308,38.0,,6100.0,x2.5,62.0,420,1.61,xx0112BA,5.0,75,6,Rifles,5.5
Fallout New Vegas,Gobi Campaign scout rifle,21,0.018,.308,24.0,,6200.0,x2,48.0,795,2.14,001429E1,6.0,75,6,Rifles,4.5
Fallout New Vegas,Trail carbine,22,0.06,.44 Magnum,29.0,,3900.0,x1,48.0,2495,1.5,000CD539,8.0,75,5,Rifles,5.5
Fallout New Vegas,Varmint rifle,23,0.024,5.56mm,35.0,,75.0,x1,18.0,595,1.22,0007EA24,5.0,0,3,Rifles,5.5
Fallout New Vegas,Ratslayer,24,0.0225,5.56mm,33.0,,2000.0,x5,23.0,995,1.3,000E5B17,8.0,0,3,Rifles,4.5
Fallout New Vegas,Caravan shotgun,0,2.2,20 gauge,20.0,,675.0,x1,456.4,695,3.21,000CD53A,2.0,25,3,shotguns,3.0
Fallout New Vegas,Sturdy caravan shotgun,1,4.0,20 gauge,27.0,,875.0,x1,507.1,1495,3.21,001735E3,2.0,0,3,shotguns,3.0
Fallout New Vegas,Hunting shotgun,2,1.5,12 gauge,28.0,,3800.0,x1,7010.0,995,1.67,0008ED0B,5.0,75,5,shotguns,7.5
Fallout New Vegas,Dinner Bell,3,1.2,12 gauge,28.0,,4800.0,x1,7510.7,745,1.67,000F0B12,5.0,75,5,shotguns,7.5
Fallout New Vegas,Lever-action shotgun,4,1.9,20 gauge,25.0,,2000.0,x1,486.9,495,1.8,0008ED0C,5.0,50,4,shotguns,3.0
Fallout New Vegas,Riot shotgun,5,2.5,12 gauge,17.0,,5500.0,x1,679.5,870,4.0,0008ED0A,12.0,100,7,shotguns,5.0
Fallout New Vegas,Sawed-off shotgun,6,4.0,12 gauge,37.0,,1950.0,x1,1007.1,395,2.34,0000434C,21.0,50,4,shotguns,4.0
Fallout New Vegas,Big Boomer,7,3.5,12 gauge,35.0,,2500.0,x1,1208.6,395,2.58,001673CD,21.0,50,4,shotguns,4.0
Fallout New Vegas,Single shotgun,8,1.4,20 gauge,50.0,,175.0,x1,507.1,995,2.6,000E393B,1.0,0,5,shotguns,7.0
Fallout New Vegas,.45 Auto SMG,0,2.3,.45 Auto,19.0,,3750.0,x0.06,26.0,2995,11.0,xx00996C,30.0,75,6,SMGs,11.0
Fallout New Vegas,9mm SMG,1,1.5,9mm,20.0,,850.0,x0.06,14.0,2745,11.0,0008F217,30.0,25,3,SMGs,4.0
Fallout New Vegas,Vance's 9mm SMG,2,1.5,9mm,20.0,,1500.0,x0.05,17.0,3745,13.0,000E32F4,60.0,25,3,SMGs,4.0
Fallout New Vegas,10mm SMG,3,2.2,10mm,22.0,,2370.0,x0.08,19.0,2495,9.0,00004321,30.0,50,5,SMGs,5.0
Fallout New Vegas,Sleepytyme,4,1.7,10mm,22.0,,8250.0,x0.1,22.0,2495,10.0,xx00080D,40.0,50,5,SMGs,5.0
Fallout New Vegas,12.7mm SMG(GRA),5,2.0,12.7mm,24.0,,5100.0,x0.08,36.0,2495,9.0,001429D1xx00084E,21.0,100,6,SMGs,5.0
Fallout New Vegas,HH Tools nail gun,6,1.4,Nails,20.0,,5000.0,x0.12,9.0,2745,14.0,xx00925E,90.0,75,2,SMGs,4.0
Fallout New Vegas,Silenced .22 SMG,7,2.0,.22LR,19.0,,1850.0,x0.23,10.0,4995,11.0,0008F218,180.0,50,2,SMGs,8.0
Fallout New Vegas,Dynamite,0,,,24.0,750,25.0,,1.0,,0.4,000BA0F3,,0,1,thrown explosives,0.3
Fallout New Vegas,Fire bomb,1,,,24.0,212,200.0,,20.0,,0.4,xx00BCB4,,50,2,thrown explosives,0.5
Fallout New Vegas,Flash bang,2,,,24.0,768,50.0,,1.0,,0.65,xx004C35,,50,4,thrown explosives,0.5
Fallout New Vegas,Frag grenade,3,,,24.0,900,150.0,,1.0,,0.65,00004330,,25,2,thrown explosives,0.5
Fallout New Vegas,Holy Frag Grenade,4,,,24.0,1500,500.0,,1.0,,0.65,0014EA5A,,0,2,thrown explosives,0.5
Fallout New Vegas,Incendiary grenade,5,,,24.0,450,200.0,,50.0,,0.65,0014DDDE,,50,2,thrown explosives,0.5
Fallout New Vegas,Long-fuse dynamite,6,,,24.0,750,25.0,,1.0,,0.4,00109A0C,,0,1,thrown explosives,0.3
Fallout New Vegas,MFC grenade,7,,,35.0,600,15.0,,1.0,,0.65,xx0008C8,,25,2,thrown explosives,0.5
Fallout New Vegas,Nuka-grenade,8,,,24.0,450,50.0,,350.0,,0.65,xx000818,,100,2,thrown explosives,0.5
Fallout New Vegas,Plasma grenade,9,,,24.0,450,300.0,,1.0,,0.65,00004332,,75,2,thrown explosives,0.5
Fallout New Vegas,Pulse grenade,10,,,24.0,750,40.0,,200.0,,0.65,00004331,,50,2,thrown explosives,0.5
Fallout New Vegas,Tin grenade,11,,,35.0,768,25.0,,1.0,,0.65,xx000814,,0,2,thrown explosives,0.5
Fallout New Vegas,Proton throwing axe,0,0.0,,20.0,,100.0,x1,50.0,,0.8,xx00BB5E,,25,1,thrown melee,1.0
Fallout New Vegas,Protonic inversal throwing axe,1,0.0,,22.0,,200.0,x1,60.0,,0.88,xx00BB5F,,25,1,thrown melee,1.0
Fallout New Vegas,Throwing hatchet,2,0.0,,22.0,,20.0,x1,20.0,,0.88,0014DE1D,,25,1,thrown melee,2.0
Fallout New Vegas,Throwing knife,3,0.0,,20.0,,20.0,x2,15.0,,3.2,00161246,,0,1,thrown melee,0.5
Fallout New Vegas,Throwing knife spear,4,0.0,,28.0,,25.0,x1,42.0,,0.48,xx00119E,,25,1,thrown melee,0.65
Fallout New Vegas,Throwing spear,5,0.0,,24.0,,25.0,x1,50.0,,0.6,0014D2AC,,25,1,thrown melee,0.5
Fallout New Vegas,Tomahawk,6,0.0,,23.0,,75.0,x1,30.0,,0.66,xx00BCB6,,50,3,thrown melee,0.5
Fallout New Vegas,Ballistic fist,0,,,28.0,,7800.0,x1,80.0,395,1.09,0015BA03,,100,9,unarmed,6.0
Fallout New Vegas,Two-Step Goodbye,1,,,28.0,,20000.0,x4,70.0,395,1.09,xx000809,,100,9,unarmed,6.0
Fallout New Vegas,Bear trap fist,2,,,28.0,,800.0,x1,27.0,395,1.09,xx00119D,,50,5,unarmed,6.0
Fallout New Vegas,Bladed gauntlet,3,,,26.0,,200.0,x2,25.0,295,1.57,001519E0,,25,5,unarmed,10.0
Fallout New Vegas,Cram Opener,4,,,26.0,,800.0,x2,28.0,370,1.7,00151D0C,,25,5,unarmed,10.0
Fallout New Vegas,Boxing gloves,5,,,28.0,,100.0,x1,1.0,995,1.26,000E5391,,0,1,unarmed,6.0
Fallout New Vegas,Golden Gloves,6,,,28.0,,100.0,x2,1.0,1245,1.26,000E58BB,,0,1,unarmed,6.0
Fallout New Vegas,Boxing tape,7,,,28.0,,100.0,x1,4.0,2495,1.26,0012D852,,0,1,unarmed,0.25
Fallout New Vegas,Brass knuckles,8,,,18.0,,120.0,x1,18.0,995,2.05,00004324,,25,2,unarmed,1.0
Fallout New Vegas,Displacer glove,9,,,28.0,,3500.0,x1,50.0,495,1.36,00155E66,,100,4,unarmed,6.0
Fallout New Vegas,Pushy,10,,,28.0,,4200.0,x1,60.0,595,1.47,00155E6D,,100,2,unarmed,6.0
Fallout New Vegas,Dog tag fist,11,,,35.0,,50.0,x1,20.0,495,1.58,00146C79,,0,1,unarmed,3.0
Fallout New Vegas,Recompense of the Fallen,12,,,35.0,,250.0,x1,25.0,745,1.89,0012ADB8,,0,1,unarmed,3.0
Fallout New Vegas,Fist of Rawr Fist of the North Rawr,13,,,24.0,,6200.0,x2,50.0,445,1.96,xx00CA89xx00CA88,,100,6,unarmed,10.0
Fallout New Vegas,Industrial hand,14,,,65.0,,2500.0,x1,50.0,7995,3.2,xx008CB9,,75,7,unarmed,10.0
Fallout New Vegas,Mantis gauntlet,15,,,22.0,,750.0,x3,30.0,245,2.02,001524B3,,75,4,unarmed,10.0
Fallout New Vegas,Embrace of the Mantis King,16,,,25.0,,8500.0,x3,42.0,395,1.57,xx000808,,75,4,unarmed,12.0
Fallout New Vegas,Power fist(GRA),17,,,28.0,,800.0,x1,40.0,395,1.09,00004347xx000856,,50,5,unarmed,6.0
Fallout New Vegas,Saturnite fist,18,,,25.0,,1600.0,x1,35.0,795,1.8,xx00F806,,45,4,unarmed,4.0
Fallout New Vegas,Saturnite fist super-heated,19,,,25.0,,2400.0,x1,55.0,595,1.65,xx00F83C,,55,5,unarmed,4.0
Fallout New Vegas,Greased Lightning,20,,,28.0,,15000.0,x1,32.0,995,3.0,xx000810,,50,5,unarmed,6.0
Fallout New Vegas,Salt-Upon-Wounds' power fist,21,,,25.0,,2500.0,x1,45.0,495,1.36,xx00A38D,,50,6,unarmed,6.0
Fallout New Vegas,Scientist glove,22,,,28.0,,500.0,x1.5,21.0,245,1.36,xx009FFD,,25,2,unarmed,2.0
Fallout New Vegas,Corrosive glove,23,,,28.0,,1500.0,x1,21.0,745,1.09,xx00A130,,55,2,unarmed,4.0
Fallout New Vegas,Sterilizer glove,24,,,28.0,,1500.0,x1,21.0,995,1.36,xx00A135,,55,2,unarmed,3.0
Fallout New Vegas,Dr. Klein's glove,25,,,18.0,,2500.0,x1,34.0,495,1.36,xx00A13E,,45,3,unarmed,4.0
Fallout New Vegas,Dr. Mobius' glove,26,,,15.0,,3500.0,x2,30.0,495,1.36,xx00A138,,35,2,unarmed,3.0
Fallout New Vegas,Spiked knuckles,27,,,19.0,,500.0,x1,25.0,1495,2.37,00004354,,50,3,unarmed,1.0
Fallout New Vegas,Love and Hate,28,,,19.0,,750.0,x1,30.0,1495,2.53,001568E6,,50,3,unarmed,1.0
Fallout New Vegas,Yao guai gauntlet,29,,,22.0,,150.0,x2.5,20.0,2995,1.63,xx00BCB7,,50,4,unarmed,10.0
Fallout New Vegas,She's Embrace,30,,,20.0,,420.0,x3,25.0,4495,1.76,xx00BCB8,,50,4,unarmed,10.0
Fallout New Vegas,Zap glove,31,,,28.0,,5200.0,x1,50.0,495,1.64,0015BA78,,75,4,unarmed,6.0
Fallout New Vegas,Paladin Toaster,32,,,28.0,,6800.0,x1,50.0,395,1.64,0015BA72,,75,4,unarmed,6.0
